,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
2092,Bullets Over Broadway ,1994,R,"$33,079,622.13","$22,136,448.13",Woody Allen,7.5
2093,One Night with the King ,2006,PG,"$24,317,460.32","$16,281,967.12",Michael O. Sajbel,6.3
2094,The Quiet American ,2002,R,"$40,876,042.25","$17,696,120.25",Phillip Noyce,7.1
2095,The Weather Man ,2005,R,"$27,612,083.97","$15,650,794.02",Gore Verbinski,6.6
2096,Undisputed ,2002,R,"$27,250,694.83","$16,893,561.40",Walter Hill,6.1
2097,Ghost Town ,2008,PG-13,"$22,769,770.97","$15,044,021.84",David Koepp,6.7
2098,12 Rounds ,2009,PG-13,"$25,136,176.98","$13,976,784.97",Renny Harlin,5.6
2099,Let Me In ,2010,R,"$22,482,298.13","$13,640,482.40",Matt Reeves,7.2
2100,3 Ninjas Kick Back ,1994,PG,"$33,079,622.13","$19,490,513.36",Charles T. Kanganis,4.3
2101,Be Kind Rewind ,2008,PG-13,"$22,769,770.97","$12,716,383.14",Michel Gondry,6.4
2102,Mrs Henderson Presents ,2005,R,"$25,101,894.52","$13,849,262.43",Stephen Frears,7.1
2103,Triple 9 ,2016,R,"$20,426,070.91","$12,895,902.84",John Hillcoat,6.3
2104,Deconstructing Harry ,1997,R,"$30,544,548.29","$16,141,374.98",Woody Allen,7.4
2105,Three to Tango ,1999,PG-13,"$29,426,170.47","$15,513,687.47",Damon Santostefano,6.1
2106,Burnt ,2015,R,"$20,683,748.42","$14,117,421.53",John Wells,6.6
2107,We're No Angels ,1989,PG-13,"$39,535,483.87","$20,865,539.53",Neil Jordan,6.0
2108,Everyone Says I Love You ,1996,R,"$31,245,379.22","$15,176,633.70",Woody Allen,6.8
2109,Death at a Funeral ,2007,R,"$10,639,812.48","$10,142,914.33",Frank Oz,7.4
2110,Death Sentence ,2007,R,"$23,644,027.74","$11,260,794.50",James Wan,6.8
2111,Everybody's Fine ,2009,PG-13,"$23,993,623.48","$10,118,049.32",Kirk Jones,7.2
2112,Superbabies: Baby Geniuses 2 ,2004,PG,"$25,952,355.74","$11,820,418.26",Bob Clark,1.9
2113,The Man ,2005,PG-13,"$41,418,125.96","$10,449,962.62",Les Mayfield,5.5
2114,Code Name: The Cleaner ,2007,PG-13,"$23,644,027.74","$9,580,641.61",Les Mayfield,4.5
2115,Connie and Carla ,2004,PG-13,"$25,952,355.74","$10,451,376.99",Michael Lembeck,6.3
2116,Inherent Vice ,2014,R,"$20,708,299.54","$8,379,942.67",Paul Thomas Anderson,6.7
2117,Doogal ,2006,G,"$24,317,460.32","$8,976,781.97",Dave Borthwick,2.8
2118,Battle of the Year ,2013,PG-13,"$21,044,227.05","$9,352,428.03",Benson Lee,5.0
2119,An American Carol ,2008,PG-13,"$13,661,862.58","$7,971,378.04",David Zucker,4.3
2120,Machete Kills ,2013,R,"$21,044,227.05","$7,648,165.52",Robert Rodriguez,5.6
2121,Willard ,2003,PG-13,"$29,307,826.09","$9,128,247.49",Glen Morgan,6.2
2122,Strange Wilderness ,2008,R,"$22,769,770.97","$7,472,306.79",Fred Wolf,5.3
2123,Topsy-Turvy ,1999,R,"$14,713,085.23","$9,124,697.93",Mike Leigh,7.4
2124,A Dangerous Method ,2011,R,"$16,345,764.85","$6,213,660.53",David Cronenberg,6.5
2125,A Scanner Darkly ,2006,R,"$10,578,095.24","$6,664,195.14",Richard Linklater,7.1
2126,Chasing Mavericks ,2012,PG,"$21,352,474.37","$6,408,684.68",Michael Apted,7.2
2127,Alone in the Dark ,2005,R,"$25,101,894.52","$6,441,968.22",Uwe Boll,2.3
2128,Bandslam ,2009,PG,"$22,851,069.98","$5,947,382.86",Todd Graff,6.4
2129,Birth ,2004,R,"$25,952,355.74","$6,495,722.82",Jonathan Glazer,6.1
2130,A Most Violent Year ,2014,R,"$20,708,299.54","$5,952,739.45",J.C. Chandor,7.0
2131,Flash of Genius ,2008,PG-13,"$22,769,770.97","$4,820,406.05",Marc Abraham,7.0
2132,I'm Not There. ,2007,R,"$23,644,027.74","$4,730,130.80",Todd Haynes,7.0
2133,The Cold Light of Day ,2012,PG-13,"$21,352,474.37","$4,002,586.45",Mabrouk El Mechri,4.9
2134,The Brothers Bloom ,2008,PG-13,"$22,769,770.97","$4,007,055.04",Rian Johnson,6.9
2135,"Synecdoche, New York ",2008,R,"$23,908,259.52","$3,508,736.32",Charlie Kaufman,7.5
2136,Princess Mononoke ,1997,PG-13,"$-3,279,695,899.05","$3,509,860.30",Hayao Miyazaki,8.4
2137,Bon voyage ,2003,PG-13,"$26,643,478.26","$3,135,575.04",Jean-Paul Rappeneau,6.9
2138,Can't Stop the Music ,1980,PG,"$59,495,145.63","$5,949,514.56",Nancy Walker,4.5
2139,The Proposition ,2005,R,"$2,510,189.45","$2,385,589.92",John Hillcoat,7.4
2140,Courage ,2015,PG,"$20,683,748.42","$2,322,784.95",Angelo Pizzo,7.0
2141,Marci X ,2003,R,"$26,643,478.26","$2,193,642.82",Richard Benjamin,2.8
2142,Equilibrium ,2002,R,"$27,250,694.83","$1,621,440.87",Kurt Wimmer,7.5
2143,The Children of Huang Shi ,2008,R,"$45,539,541.95","$1,170,080.47",Roger Spottiswoode,7.1
2144,The Yards ,2000,R,"$34,163,066.20","$1,256,503.34",James Gray,6.4
2145,By the Sea ,2015,R,"$10,341,874.21","$549,162.83",Angelina Jolie Pitt,5.3
2146,Steamboy ,2004,PG-13,"$2,760,707,662.24","$532,526.77",Katsuhiro Ôtomo,6.9
2147,The Game of Their Lives ,2005,PG,"$25,101,894.52","$471,255.44",David Anspaugh,6.2
2148,Rapa Nui ,1994,R,"$33,079,622.13","$504,580.02",Kevin Reynolds,6.4
2149,Dylan Dog: Dead of Night ,2010,PG-13,"$22,482,298.13","$1,330,225.87",Kevin Munroe,5.1
2150,People I Know ,2002,R,"$29,975,764.31","$166,191.09",Daniel Algrant,5.5
2151,The Tempest ,2010,PG-13,"$22,482,298.13","$296,052.52",Julie Taymor,5.4
2152,The Painted Veil ,2006,PG-13,"$23,587,936.51","$9,784,969.11",John Curran,7.5
2153,The Baader Meinhof Complex ,2008,R,"$22,769,770.97","$542,227.94",Uli Edel,7.4
2154,Dances with Wolves ,1990,PG-13,"$41,259,678.65","$345,472,630.62",Kevin Costner,8.0
2155,Bad Teacher ,2011,R,"$21,794,353.14","$109,290,896.03",Jake Kasdan,5.7
2156,Sea of Love ,1989,R,"$37,558,709.68","$115,782,655.38",Harold Becker,6.8
2157,A Cinderella Story ,2004,PG,"$25,952,355.74","$66,737,988.03",Mark Rosman,5.9
2158,Scream ,1996,R,"$23,434,034.42","$160,915,712.07",Wes Craven,7.2
2159,Thir13en Ghosts ,2001,R,"$27,681,535.86","$57,948,471.80",Steve Beck,5.5
2160,Back to the Future ,1985,PG,"$43,283,271.38","$479,783,130.68",Robert Zemeckis,8.5
2161,House on Haunted Hill ,1999,R,"$27,954,861.94","$60,097,188.59",William Malone,5.6
2162,I Can Do Bad All by Myself ,2009,PG-13,"$14,853,195.49","$59,067,101.24",Tyler Perry,4.1
2163,The Switch ,2010,PG-13,"$21,358,183.22","$31,203,704.28",Josh Gordon,6.1
2164,Just Married ,2003,PG-13,"$23,979,130.43","$74,771,141.03",Shawn Levy,5.4
2165,The Devil's Double ,2011,R,"$16,345,764.85","$1,478,792.63",Lee Tamahori,7.1
2166,Thomas and the Magic Railroad ,2000,G,"$27,045,760.74","$22,649,163.44",Britt Allcroft,3.6
2167,The Crazies ,2010,R,"$22,482,298.13","$43,956,690.10",Breck Eisner,6.5
2168,Spirited Away ,2001,PG,"$26,297,459.06","$13,909,813.98",Hayao Miyazaki,8.6
2169,The Bounty ,1984,PG,"$58,979,788.26","$20,289,047.16",Roger Donaldson,7.0
2170,The Book Thief ,2013,PG-13,"$19,992,015.69","$22,604,818.52",Brian Percival,7.6
2171,Sex Drive ,2008,R,"$21,631,282.43","$9,559,822.31",Sean Anders,6.5
2172,Leap Year ,2010,PG,"$21,358,183.22","$14,120.01",Anand Tucker,6.4
2173,Take Me Home Tonight ,2011,R,"$25,063,506.11","$7,545,086.28",Michael Dowse,6.3
2174,The Nutcracker ,1993,G,"$32,230,311.42","$3,596,214.04",Emile Ardolino,5.7
2175,Kansas City ,1996,R,"$29,683,110.26","$2,019,274.81",Robert Altman,6.3
2176,The Amityville Horror ,2005,R,"$23,846,799.80","$80,646,416.61",Andrew Douglas,6.0
2177,Adaptation. ,2002,R,"$25,888,160.09","$30,310,758.47",Spike Jonze,7.7
2178,Land of the Dead ,2005,R,"$18,826,420.89","$25,646,530.33",George A. Romero,6.2
2179,Fear and Loathing in Las Vegas ,1998,R,"$27,820,368.10","$15,883,756.45",Terry Gilliam,7.7
2180,The Invention of Lying ,2009,PG-13,"$21,137,239.73","$21,067,637.66",Ricky Gervais,6.4
2181,Neighbors ,2014,R,"$18,637,469.59","$155,370,752.68",Nicholas Stoller,6.4
2182,The Mask ,1994,PG-13,"$29,771,659.92","$198,376,393.37",Chuck Russell,6.9
2183,Big ,1988,PG,"$37,296,365.17","$238,217,632.15",Penny Marshall,7.3
2184,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,R,"$21,885,714.29","$156,246,926.71",Larry Charles,7.3
2185,Legally Blonde ,2001,PG-13,"$24,913,382.27","$131,489,165.20",Robert Luketic,6.2
2186,Star Trek III: The Search for Spock ,1984,PG,"$40,106,256.02","$180,242,232.92",Leonard Nimoy,6.6
2187,The Exorcism of Emily Rose ,2005,PG-13,"$25,101,894.52","$94,223,041.09",Scott Derrickson,6.7
2188,Deuce Bigalow: Male Gigolo ,1999,R,"$25,012,244.90","$96,422,302.66",Mike Mitchell,5.7
2189,Left Behind ,2014,PG-13,"$16,566,639.63","$14,494,030.84",Vic Armstrong,3.1
2190,The Family Stone ,2005,PG-13,"$21,336,610.34","$7,608,081.75",Thomas Bezucha,6.3
2191,Barbershop 2: Back in Business ,2004,PG-13,"$23,357,120.17","$84,288,003.89",Kevin Rodney Sullivan,5.7
2192,Bad Santa ,2003,R,"$23,979,130.43","$80,007,219.95",Terry Zwigoff,7.1
2193,Austin Powers: International Man of Mystery ,1997,PG-13,"$25,962,866.04","$82,268,732.17",Jay Roach,7.0
2194,My Big Fat Greek Wedding 2 ,2016,PG-13,"$18,383,463.82","$60,842,202.92",Kirk Jones,6.1
2195,Diary of a Wimpy Kid: Rodrick Rules ,2011,PG,"$22,884,070.79","$57,418,322.86",David Bowers,6.6
2196,Predator ,1987,R,"$32,366,197.18","$128,894,168.36",John McTiernan,7.8
2197,Amadeus ,1984,R,"$42,465,447.55","$121,734,282.96",Milos Forman,8.3
2198,Prom Night ,2008,PG-13,"$22,769,770.97","$49,886,472.25",Nelson McCormick,3.9
2199,Mean Girls ,2004,PG-13,"$22,059,502.38","$111,659,255.37",Mark Waters,7.0
2200,Under the Tuscan Sun ,2003,PG-13,"$23,979,130.43","$58,084,791.53",Audrey Wells,6.7
2201,Gosford Park ,2001,R,"$27,404,720.50","$57,162,516.87",Robert Altman,7.3
2202,Peggy Sue Got Married ,1986,PG-13,"$40,256,934.31","$92,552,572.86",Francis Ford Coppola,6.3
2203,Birdman or (The Unexpected Virtue of Ignorance) ,2014,R,"$18,637,469.59","$43,835,015.77",Alejandro G. Iñárritu,7.8
2204,Blue Jasmine ,2013,PG-13,"$18,939,804.34","$35,148,984.49",Woody Allen,7.3
2205,United 93 ,2006,R,"$18,238,095.24","$38,265,262.51",Paul Greengrass,7.6
2206,Honey ,2003,PG-13,"$33,304,347.83","$40,261,812.59",Bille Woodruff,5.3
2207,Glory ,1989,R,"$35,581,935.48","$53,036,851.61",Edward Zwick,7.9
2208,Spy Hard ,1996,PG-13,"$28,120,841.30","$42,034,469.60",Rick Friedberg,5.3
2209,The Fog ,1980,R,"$2,974,757.28","$63,594,361.17",John Carpenter,6.8
2210,Soul Surfer ,2011,PG,"$19,614,917.82","$47,787,850.44",Sean McNamara,7.1
2211,Observe and Report ,2009,R,"$20,565,962.98","$27,413,977.34",Jody Hill,5.8
2212,Conan the Destroyer ,1984,PG,"$42,465,447.55","$62,282,656.40",Richard Fleischer,5.8
2213,Raging Bull ,1980,R,"$53,545,631.07","$134,607.77",Martin Scorsese,8.3
2214,Love Happens ,2009,PG-13,"$20,565,962.98","$26,195,769.67",Brandon Camp,5.6
2215,Young Sherlock Holmes ,1985,PG-13,"$41,005,204.46","$9,682,513.37",Barry Levinson,6.8
2216,Fame ,2009,PG,"$20,565,962.98","$25,652,849.95",Kevin Tancharoen,5.0
2217,127 Hours ,2010,R,"$20,234,068.31","$20,604,425.95",Danny Boyle,7.6
2218,Small Time Crooks ,2000,PG,"$25,622,299.65","$24,300,231.69",Woody Allen,6.7
2219,Center Stage ,2000,PG-13,"$25,622,299.65","$24,447,759.20",Nicholas Hytner,6.7
2220,Love the Coopers ,2015,PG-13,"$17,581,186.16","$27,183,073.42",Jessie Nelson,5.7
2221,Catch That Kid ,2004,PG,"$23,357,120.17","$21,673,933.42",Bart Freundlich,5.2
2222,Life as a House ,2001,R,"$24,913,382.27","$21,538,486.79",Irwin Winkler,7.5
2223,Steve Jobs ,2015,R,"$31,025,622.63","$18,357,429.66",Danny Boyle,7.2
2224,"I Love You, Beth Cooper ",2009,PG-13,"$20,565,962.98","$16,902,826.78",Chris Columbus,5.3
2225,Youth in Revolt ,2009,R,"$20,565,962.98","$17,459,686.79",Miguel Arteta,6.5
2226,The Legend of the Lone Ranger ,1981,PG,"$48,538,613.86","$21,572,717.27",William A. Fraker,5.0
2227,The Tailor of Panama ,2001,R,"$24,913,382.27","$18,673,483.81",John Boorman,6.1
2228,Getaway ,2013,PG-13,"$18,939,804.34","$11,042,425.72",Courtney Solomon,4.4
2229,The Ice Storm ,1997,R,"$27,490,093.46","$11,969,846.45",Ang Lee,7.5
2230,And So It Goes ,2014,PG-13,"$18,637,469.59","$15,692,513.32",Rob Reiner,5.7
2231,Troop Beverly Hills ,1989,PG,"$35,581,935.48","$16,820,061.26",Jeff Kanew,5.5
2232,Being Julia ,2004,R,"$23,357,120.17","$10,042,327.64",István Szabó,7.1
2233,9½ Weeks ,1986,R,"$38,020,437.96","$15,062,454.03",Adrian Lyne,5.9
2234,Dragonslayer ,1981,PG,"$48,538,613.86","$16,179,537.95",Matthew Robbins,6.7
2235,The Last Station ,2009,R,"$14,853,195.49","$7,558,651.79",Michael Hoffman,7.0
2236,Ed Wood ,1994,R,"$29,771,659.92","$9,737,742.64",Tim Burton,7.9
2237,Labor Day ,2013,PG-13,"$18,939,804.34","$14,059,972.17",Jason Reitman,6.9
2238,Mongol: The Rise of Genghis Khan ,2007,R,"$23,644,027.74","$6,740,490.26",Sergey Bodrov,7.3
2239,RocknRolla ,2008,R,"$20,492,793.88","$6,483,010.33",Guy Ritchie,7.3
2240,Megaforce ,1982,PG,"$50,802,072.54","$13,548,044.03",Hal Needham,3.5
2241,Hamlet ,1996,PG-13,"$28,120,841.30","$6,896,691.01",Kenneth Branagh,7.8
2242,Midnight Special ,2016,PG-13,"$18,383,463.82","$3,786,783.16",Jeff Nichols,6.7
2243,Anything Else ,2003,R,"$23,979,130.43","$4,267,011.66",Woody Allen,6.4
2244,The Railway Man ,2013,R,"$18,939,804.34","$4,666,644.68",Jonathan Teplitzky,7.1
2245,The White Ribbon ,2009,R,"$13,710,641.99","$2,539,493.11",Michael Haneke,7.8
2246,The Wraith ,1986,R,"$6,038,540.15","$7,827,737.23",Mike Marvin,5.9
2247,The Salton Sea ,2002,R,"$24,525,625.35","$922,024.53",D.J. Caruso,7.2
2248,One Man's Hero ,1999,R,"$16,699,351.74","$337,387.23",Lance Hool,6.2
2249,Renaissance ,2006,R,"$17,022,222.22","$76,916.13",Christian Volckman,6.7
2250,Superbad ,2007,R,"$23,644,027.74","$143,593,994.26",Greg Mottola,7.6
2251,Step Up 2: The Streets ,2008,PG-13,"$26,185,236.62","$66,039,334.11",Jon M. Chu,6.2
2252,Hoodwinked! ,2005,PG,"$21,964,157.71","$64,077,338.81",Cory Edwards,6.5
2253,Hotel Rwanda ,2004,PG-13,"$22,708,311.28","$30,458,852.56",Terry George,8.1
2254,Hitman ,2007,R,"$28,372,833.29","$46,918,650.65",Xavier Gens,6.3
2255,Black Nativity ,2013,PG,"$18,413,698.67","$7,383,554.35",Kasi Lemmons,4.4
2256,City of Ghosts ,2002,R,"$23,844,357.98","$443,492.80",Matt Dillon,6.0
2257,The Others ,2001,PG-13,"$23,529,305.48","$133,524,441.82",Alejandro Amenábar,7.6
2258,Aliens ,1986,R,"$41,375,182.48","$190,549,489.05",James Cameron,8.4
2259,My Fair Lady ,1964,Approved,"$134,420,645.16","$569,310,967.74",George Cukor,7.9
2260,I Know What You Did Last Summer ,1997,R,"$25,962,866.04","$110,295,439.89",Jim Gillespie,5.6
2261,Let's Be Cops ,2014,R,"$17,602,054.61","$85,307,384.37",Luke Greenfield,6.5
2262,Sideways ,2004,R,"$15,571,413.45","$92,782,660.20",Alexander Payne,7.5
2263,Beerfest ,2006,R,"$21,277,777.78","$23,320,406.75",Jay Chandrasekhar,6.3
2264,Halloween ,1978,R,"$1,127,852.76","$176,696,932.52",John Carpenter,7.9
2265,Hero ,2002,PG-13,"$42,238,576.99","$115,762.31",Yimou Zhang,7.9
2266,Good Boy! ,2003,PG,"$22,646,956.52","$50,044,751.62",John Hoffman,5.1
2267,The Best Man Holiday ,2013,R,"$17,887,592.99","$74,173,203.41",Malcolm D. Lee,6.7
2268,Smokin' Aces ,2006,R,"$20,669,841.27","$43,327,690.85",Joe Carnahan,6.7
2269,Saw 3D: The Final Chapter ,2010,R,"$22,482,298.13","$51,339,288.89",Kevin Greutert,5.6
2270,40 Days and 40 Nights ,2002,R,"$23,163,090.61","$51,694,271.06",Michael Lehmann,5.6
2271,TRON: Legacy ,2010,PG,"$191,099,534.06","$193,405,978.42",Joseph Kosinski,6.8
2272,A Night at the Roxbury ,1998,PG-13,"$25,564,662.58","$45,602,765.42",John Fortenberry,6.2
2273,Beastly ,2011,PG-13,"$18,525,200.17","$30,353,972.00",Daniel Barnz,5.6
2274,The Hills Have Eyes ,2006,R,"$18,238,095.24","$50,796,212.74",Alexandre Aja,6.4
2275,Dickie Roberts: Former Child Star ,2003,PG-13,"$22,646,956.52","$30,286,289.18",Sam Weisman,5.6
2276,"McFarland, USA ",2015,PG,"$17,581,186.16","$45,989,903.01",Niki Caro,7.4
2277,Pitch Perfect ,2012,PG-13,"$18,149,603.21","$69,393,799.33",Jason Moore,7.2
2278,Summer Catch ,2001,PG-13,"$47,058,610.95","$27,257,857.49",Michael Tollin,4.9
2279,A Simple Plan ,1998,R,"$25,564,662.58","$24,529,689.24",Sam Raimi,7.5
2280,They ,2002,PG-13,"$23,163,090.61","$17,295,499.61",Robert Harmon,4.8
2281,Larry the Cable Guy: Health Inspector ,2006,PG-13,"$4,863,492.06","$19,035,300.62",Trent Cooper,3.1
2282,The Adventures of Elmo in Grouchland ,1999,G,"$25,012,244.90","$17,117,877.22",Gary Halvorson,5.8
2283,Brooklyn's Finest ,2009,R,"$19,423,409.48","$31,025,384.44",Antoine Fuqua,6.7
2284,Evil Dead ,2013,R,"$17,887,592.99","$57,071,792.23",Fede Alvarez,6.5
2285,My Life in Ruins ,2009,PG-13,"$19,423,409.48","$9,897,161.74",Donald Petrie,5.9
2286,American Dreamz ,2006,PG-13,"$23,101,587.30","$8,701,668.81",Paul Weitz,5.5
2287,Superman IV: The Quest for Peace ,1987,PG,"$36,681,690.14","$33,835,665.69",Sidney J. Furie,3.6
2288,Running Scared ,2006,R,"$20,669,841.27","$8,334,976.10",Wayne Kramer,7.4
2289,Shanghai Surprise ,1986,PG-13,"$38,020,437.96","$5,179,016.58",Jim Goddard,3.0
2290,The Illusionist ,2006,PG-13,"$19,453,968.25","$48,423,113.12",Neil Burger,7.6
2291,Roar ,1981,PG,"$45,842,024.20","$5,393,179.32",Noel Marshall,6.4
2292,Veronica Guerin ,2003,R,"$22,646,956.52","$2,091,403.81",Joel Schumacher,6.9
2293,Southland Tales ,2006,R,"$20,669,841.27","$332,444.00",Richard Kelly,5.5
2294,The Apparition ,2012,PG-13,"$18,149,603.21","$5,264,236.90",Todd Lincoln,4.1
2295,My Girl ,1991,PG-13,"$29,695,154.19","$107,707,459.32",Howard Zieff,6.8
2296,Fur: An Imaginary Portrait of Diane Arbus ,2006,R,"$20,426,666.67","$268,603.37",Steven Shainberg,6.5
2297,The Illusionist ,2006,PG-13,"$19,453,968.25","$48,423,113.12",Neil Burger,7.6
2298,Wall Street ,1987,R,"$32,366,197.18","$94,613,083.38",Oliver Stone,7.4
2299,Sense and Sensibility ,1995,PG,"$26,538,582.68","$68,678,635.17",Ang Lee,7.7
2300,Becoming Jane ,2007,PG,"$19,506,322.89","$22,064,501.47",Julian Jarrold,7.1
2301,Sydney White ,2007,PG-13,"$19,506,322.89","$13,834,227.03",Joe Nussbaum,6.3
2302,House of Sand and Fog ,2003,R,"$19,982,608.70","$17,325,567.84",Vadim Perelman,7.6
2303,Dead Poets Society ,1989,PG,"$32,419,096.77","$189,493,803.50",Peter Weir,8.0
2304,Dumb & Dumber ,1994,PG-13,"$26,463,697.71","$210,345,632.74",Peter Farrelly,7.3
2305,When Harry Met Sally... ,1989,R,"$31,628,387.10","$183,491,297.03",Rob Reiner,7.6
2306,The Verdict ,1982,R,"$40,641,658.03","$137,165,595.85",Sidney Lumet,7.8
2307,Road Trip ,2000,R,"$22,205,993.03","$97,543,538.20",Todd Phillips,6.5
2308,Varsity Blues ,1999,R,"$23,540,936.37","$77,811,014.92",Brian Robbins,6.4
2309,The Artist ,2011,PG-13,"$16,345,764.85","$48,674,522.10",Michel Hazanavicius,8.0
2310,The Unborn ,2009,PG-13,"$18,280,855.98","$48,716,384.61",David S. Goyer,4.8
2311,Moonrise Kingdom ,2012,PG-13,"$17,081,979.49","$48,584,409.14",Wes Anderson,7.8
2312,The Texas Chainsaw Massacre: The Beginning ,2006,R,"$19,453,968.25","$48,040,404.93",Jonathan Liebesman,5.9
2313,The Young Messiah ,2016,PG-13,"$18,894,115.59","$6,600,251.78",Cyrus Nowrasteh,5.4
2314,The Master of Disguise ,2002,PG,"$21,800,555.86","$54,996,711.92",Perry Andelin Blake,3.3
2315,Pan's Labyrinth ,2006,R,"$16,414,285.71","$45,744,964.35",Guillermo del Toro,8.2
2316,See Spot Run ,2001,PG,"$48,442,687.75","$46,169,308.40",John Whitesell,5.4
2317,Baby Boy ,2001,R,"$22,145,228.68","$39,770,826.57",John Singleton,6.4
2318,The Roommate ,2011,PG-13,"$17,435,482.51","$40,646,585.20",Christian E. Christiansen,4.8
2319,Joe Dirt ,2001,PG-13,"$24,498,159.23","$37,491,450.02",Dennie Gordon,5.9
2320,Double Impact ,1991,R,"$26,995,594.71","$54,176,049.86",Sheldon Lettich,5.5
2321,Hot Fuzz ,2007,R,"$9,457,611.10","$27,922,161.57",Edgar Wright,7.9
2322,The Women ,2008,PG-13,"$18,785,061.05","$30,621,635.04",Diane English,4.9
2323,Vicky Cristina Barcelona ,2008,PG-13,"$17,646,572.50","$26,428,391.59",Woody Allen,7.2
2324,Boys and Girls ,2000,PG-13,"$22,775,377.47","$29,362,261.47",Robert Iscove,5.3
2325,White Oleander ,2002,PG-13,"$21,800,555.86","$22,272,159.11",Peter Kosminsky,7.2
2326,Jennifer's Body ,2009,R,"$18,280,855.98","$18,514,842.94",Karyn Kusama,5.1
2327,Drowning Mona ,2000,PG-13,"$22,775,377.47","$21,960,007.57",Nick Gomez,5.6
2328,Radio Days ,1987,PG,"$34,523,943.66","$31,919,066.80",Woody Allen,7.6
2329,Left Behind ,2014,PG-13,"$16,566,639.63","$14,494,030.84",Vic Armstrong,3.1
2330,Remember Me ,2010,PG-13,"$17,985,838.50","$21,422,284.75",Allen Coulter,7.2
2331,How to Deal ,2003,PG-13,"$21,314,782.61","$18,794,999.63",Clare Kilner,5.7
2332,My Stepmother Is an Alien ,1988,PG-13,"$41,440,405.75","$28,705,769.06",Richard Benjamin,5.2
2333,Philadelphia ,1993,PG-13,"$44,104,636.68","$131,167,905.33",Jonathan Demme,7.7
2334,The Thirteenth Floor ,1999,R,"$23,540,936.37","$22,805,282.11",Josef Rusnak,7.0
2335,Duets ,2000,R,"$21,351,916.38","$6,738,999.32",Bruce Paltrow,6.0
2336,Hollywood Ending ,2002,PG-13,"$21,800,555.86","$6,593,827.47",Woody Allen,6.6
2337,Detroit Rock City ,1999,R,"$22,069,627.85","$6,169,233.42",Adam Rifkin,6.8
2338,Highlander ,1986,R,"$35,783,941.61","$13,195,328.47",Russell Mulcahy,7.2
2339,Things We Lost in the Fire ,2007,R,"$18,915,222.19","$3,368,259.62",Susanne Bier,7.2
2340,Steel ,1997,PG-13,"$24,435,638.63","$2,575,560.60",Kenneth Johnson,2.8
2341,The Immigrant ,2013,R,"$16,835,381.64","$2,088,369.12",James Gray,6.6
2342,The White Countess ,2005,PG-13,"$20,081,515.62","$2,091,316.65",James Ivory,6.7
2343,Trance ,2013,R,"$21,044,227.05","$2,440,274.89",Danny Boyle,7.0
2344,Soul Plane ,2004,R,"$20,761,884.60","$18,065,708.63",Jessy Terrero,4.4
2345,Good ,2008,R,"$17,077,328.23","$26,288.84",Vicente Amorim,6.2
2346,Enter the Void ,2009,Not Rated,"$14,853,195.49","$384,431.55",Gaspar Noé,7.3
2347,Vamps ,2012,PG-13,"$17,081,979.49","$3,164.44",Amy Heckerling,5.1
2348,The Homesman ,2014,R,"$16,566,639.63","$2,514,901.84",Tommy Lee Jones,6.6
2349,Juwanna Mann ,2002,PG-13,"$21,255,541.97","$18,492,072.17",Jesse Vaughan,4.5
2350,Slow Burn ,2005,R,"$19,453,968.25","$1,482,514.13",Wayne Beach,5.9
