,Ceremony,Film,Award_Count,moviesearch
8133,73,"Joan Stein, Christina Lazaridi",0,"joanstein,christinalazaridi"
8134,73,Florian Gallenberger,1,floriangallenberger
8135,73,"Gail Lerner, Colin Campbell",0,"gaillerner,colincampbell"
8136,73,Paulo Machline,0,paulomachline
8137,73,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",0,"randythom,tomjohnson,dennissands,williamb.kaplan"
8138,73,"Scott Millan, Bob Beemer, Ken Weston",1,"scottmillan,bobbeemer,kenweston"
8139,73,"Kevin O'Connell, Greg P. Russell, Lee Orloff",0,"kevino'connell,gregp.russell,leeorloff"
8140,73,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester",0,"johnreitz,greggrudloff,davidcampbell,keitha.wester"
8141,73,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock",0,"stevemaslow,gregglandaker,rickkline,ivansharrock"
8142,73,"Alan Robert Murray, Bub Asman",0,"alanrobertmurray,bubasman"
8143,73,Jon Johnson,1,jonjohnson
8144,73,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",1,"johnnelson,neilcorbould,timburke,robharvey"
8145,73,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",0,"scotte.anderson,craighayes,scottstokdyk,stanparks"
8146,73,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti",0,"stefenfangmeier,habibzargarpour,johnfrazier,waltconti"
8147,73,Screenplay by Robert Nelson Jacobs,0,screenplaybyrobertnelsonjacobs
8148,73,Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,0,writtenbywanghuilingandjamesschamusandtsaikuojung
8149,73,Written by Ethan Coen & Joel Coen,0,writtenbyethancoen&joelcoen
8150,73,Screenplay by Stephen Gaghan,1,screenplaybystephengaghan
8151,73,Screenplay by Steve Kloves,0,screenplaybystevekloves
8152,73,Written by Cameron Crowe,1,writtenbycameroncrowe
8153,73,Written by Lee Hall,0,writtenbyleehall
8154,73,Written by Susannah Grant,0,writtenbysusannahgrant
8155,73,Screenplay by David Franzoni and John Logan and William Nicholson; Story by David Franzoni,0,screenplaybydavidfranzoniandjohnloganandwilliamnicholson;storybydavidfranzoni
8156,73,Written by Kenneth Lonergan,0,writtenbykennethlonergan
8157,73,,0,
8158,73,,0,
8159,73,,0,
8160,73,,0,
8161,73,,0,
8162,73,,0,
8163,74,A Beautiful Mind,1,abeautifulmind
8164,74,I Am Sam,0,iamsam
8165,74,Ali,0,ali
8166,74,Training Day,1,trainingday
8167,74,In the Bedroom,0,inthebedroom
8168,74,Iris,1,iris
8169,74,Training Day,1,trainingday
8170,74,Sexy Beast,0,sexybeast
8171,74,The Lord of the Rings: The Fellowship of the Ring,0,thelordoftherings:thefellowshipofthering
8172,74,Ali,0,ali
8173,74,Monster's Ball,1,monster'sball
8174,74,Iris,1,iris
8175,74,Moulin Rouge,0,moulinrouge
8176,74,In the Bedroom,0,inthebedroom
8177,74,Bridget Jones's Diary,0,bridgetjones'sdiary
8178,74,A Beautiful Mind,1,abeautifulmind
8179,74,Gosford Park,0,gosfordpark
8180,74,Gosford Park,0,gosfordpark
8181,74,In the Bedroom,0,inthebedroom
8182,74,Iris,1,iris
8183,74,"Steve Oedekerk, John A. Davis",0,"steveoedekerk,johna.davis"
8184,74,"Pete Docter, John Lasseter",0,"petedocter,johnlasseter"
8185,74,Aron Warner,1,aronwarner
8186,74,Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla,0,artdirection:alinebonetto;setdecoration:marie-laurevalla
8187,74,Art Direction: Stephen Altman; Set Decoration: Anna Pinnock,0,artdirection:stephenaltman;setdecoration:annapinnock
8188,74,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,1,artdirection:stuartcraig;setdecoration:stepheniemcmillan
8189,74,Art Direction: Grant Major; Set Decoration: Dan Hennah,0,artdirection:grantmajor;setdecoration:danhennah
8190,74,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,1,artdirection:catherinemartin;setdecoration:brigittebroch
8191,74,Bruno Delbonnel,0,brunodelbonnel
8192,74,Slawomir Idziak,0,slawomiridziak
8193,74,Andrew Lesnie,1,andrewlesnie
8194,74,Roger Deakins,0,rogerdeakins
8195,74,Donald M. McAlpine,0,donaldm.mcalpine
8196,74,Milena Canonero,3,milenacanonero
8197,74,Jenny Beavan,1,jennybeavan
8198,74,Judianna Makovsky,0,judiannamakovsky
8199,74,"Ngila Dickson, Richard Taylor",0,"ngiladickson,richardtaylor"
8200,74,"Catherine Martin, Angus Strathie",1,"catherinemartin,angusstrathie"
8201,74,Ron Howard,1,ronhoward
8202,74,Ridley Scott,0,ridleyscott
8203,74,Robert Altman,1,robertaltman
8204,74,Peter Jackson,1,peterjackson
8205,74,David Lynch,0,davidlynch
8206,74,Edet Belzberg,0,edetbelzberg
8207,74,"Susan Froemke, Deborah Dickson",0,"susanfroemke,deborahdickson"
8208,74,"Jean-Xavier de Lestrade, Denis Poncet",1,"jean-xavierdelestrade,denisponcet"
8209,74,"Justine Shapiro, B.Z. Goldberg",0,"justineshapiro,b.z.goldberg"
8210,74,Christian Frei,0,christianfrei
8211,74,Lianne Klapper McNally,0,lianneklappermcnally
8212,74,"Freida Lee Mock, Jessica Sanders",0,"freidaleemock,jessicasanders"
8213,74,"Sarah Kernochan, Lynn Appelle",1,"sarahkernochan,lynnappelle"
8214,74,"Mike Hill, Dan Hanley",1,"mikehill,danhanley"
8215,74,Pietro Scalia,1,pietroscalia
8216,74,John Gilbert,0,johngilbert
8217,74,Dody Dorn,0,dodydorn
8218,74,Jill Bilcock,0,jillbilcock
8219,74,France,9,france
8220,74,Norway,0,norway
8221,74,India,0,india
8222,74,Bosnia & Herzegovina,1,bosnia&herzegovina
8223,74,Argentina,2,argentina
8224,74,"Greg Cannom, Colleen Callaghan",0,"gregcannom,colleencallaghan"
8225,74,"Peter Owen, Richard Taylor",1,"peterowen,richardtaylor"
8226,74,"Maurizio Silvi, Aldo Signoretti",0,"mauriziosilvi,aldosignoretti"
8227,74,John Williams,4,johnwilliams
8228,74,James Horner,1,jameshorner
8229,74,John Williams,4,johnwilliams
8230,74,Howard Shore,2,howardshore
8231,74,Randy Newman,0,randynewman
8232,74,Music and Lyric by Randy Newman,2,musicandlyricbyrandynewman
8233,74,"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",0,"musicandlyricbyenya,nickyryanandromaryan"
8234,74,Music and Lyric by Diane Warren,0,musicandlyricbydianewarren
8235,74,Music and Lyric by Sting,0,musicandlyricbysting
8236,74,Music and Lyric by Paul McCartney,0,musicandlyricbypaulmccartney
8237,74,"Brian Grazer and Ron Howard, Producers",1,"briangrazerandronhoward,producers"
8238,74,"Robert Altman, Bob Balaban and David Levy, Producers",0,"robertaltman,bobbalabananddavidlevy,producers"
8239,74,"Graham Leader, Ross Katz and Todd Field, Producers",0,"grahamleader,rosskatzandtoddfield,producers"
8240,74,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",0,"peterjackson,franwalshandbarriem.osborne,producers"
8241,74,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",0,"martinbrown,bazluhrmannandfredbaron,producers"
8242,74,"Ruairi Robinson, Seamus Byrne",0,"ruairirobinson,seamusbyrne"
8243,74,Ralph Eggleston,1,ralpheggleston
8244,74,"Cathal Gaffney, Darragh O'Connell",0,"cathalgaffney,darragho'connell"
8245,74,Cordell Barker,0,cordellbarker
8246,74,Joseph E. Merideth,0,josephe.merideth
8247,74,"Ray McKinnon, Lisa Blount",1,"raymckinnon,lisablount"
8248,74,Virgil Widrich,0,virgilwidrich
8249,74,Johannes Kiefer,0,johanneskiefer
8250,74,"Slawomir Fabicki, Bogumil Godfrejow",0,"slawomirfabicki,bogumilgodfrejow"
8251,74,"Kalman Apple, Shameela Bakhsh",0,"kalmanapple,shameelabakhsh"
8252,74,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",0,"vincentarnardi,guillaumeleriche,jeanumansky"
8253,74,"Michael Minkler, Myron Nettinga, Chris Munro",1,"michaelminkler,myronnettinga,chrismunro"
8254,74,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",0,"christopherboyes,michaelsemanick,gethincreagh,hammondpeek"
8255,74,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",0,"andynelson,annabehlmer,rogersavage,guntissics"
8256,74,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",0,"kevino'connell,gregp.russell,peterj.devlin"
8257,74,"Gary Rydstrom, Michael Silvers",0,"garyrydstrom,michaelsilvers"
8258,74,"George Watters II, Christopher Boyes",1,"georgewattersii,christopherboyes"
8259,74,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",0,"dennismuren,scottfarrar,stanwinston,michaellantieri"
8260,74,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",1,"jimrygiel,randallwilliamcook,richardtaylor,markstetson"
8261,74,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",0,"ericbrevig,johnfrazier,edhirsh,bensnow"
8262,74,Written by Akiva Goldsman,1,writtenbyakivagoldsman
8263,74,Written by Daniel Clowes & Terry Zwigoff,0,writtenbydanielclowes&terryzwigoff
8264,74,Screenplay by Rob Festinger and Todd Field,0,screenplaybyrobfestingerandtoddfield
8265,74,"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",0,"screenplaybyfranwalsh,philippaboyens,peterjackson"
8266,74,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,0,writtenbytedelliott&terryrossioandjoestillmanandrogers.h.schulman
8267,74,Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,0,screenplaybyguillaumelaurantandjean-pierrejeunet;dialoguebyguillaumelaurant
8268,74,Written by Julian Fellowes,1,writtenbyjulianfellowes
8269,74,Screenplay by Christopher Nolan; Story by Jonathan Nolan,0,screenplaybychristophernolan;storybyjonathannolan
8270,74,Written by Milo Addica & Will Rokos,0,writtenbymiloaddica&willrokos
8271,74,Written by Wes Anderson & Owen Wilson,0,writtenbywesanderson&owenwilson
8272,74,,0,
8273,74,,0,
8274,74,,0,
8275,74,,0,
8276,74,,0,
8277,74,,0,
8278,74,,0,
8279,75,The Pianist,1,thepianist
8280,75,Adaptation,1,adaptation
8281,75,The Quiet American,0,thequietamerican
8282,75,Gangs of New York,0,gangsofnewyork
8283,75,About Schmidt,0,aboutschmidt
8284,75,Adaptation,1,adaptation
8285,75,The Hours,1,thehours
8286,75,Road to Perdition,0,roadtoperdition
8287,75,Chicago,1,chicago
8288,75,Catch Me If You Can,0,catchmeifyoucan
8289,75,Frida,0,frida
8290,75,The Hours,1,thehours
8291,75,Unfaithful,0,unfaithful
8292,75,Far from Heaven,0,farfromheaven
8293,75,Chicago,1,chicago
8294,75,About Schmidt,0,aboutschmidt
8295,75,The Hours,1,thehours
8296,75,Chicago,1,chicago
8297,75,Adaptation,1,adaptation
8298,75,Chicago,1,chicago
8299,75,Chris Wedge,1,chriswedge
8300,75,Chris Sanders,0,chrissanders
8301,75,Jeffrey Katzenberg,0,jeffreykatzenberg
8302,75,Hayao Miyazaki,1,hayaomiyazaki
8303,75,Ron Clements,0,ronclements
8304,75,Art Direction: John Myhre; Set Decoration: Gordon Sim,1,artdirection:johnmyhre;setdecoration:gordonsim
8305,75,Art Direction: Felipe Fernandez del Paso; Set Decoration: Hania Robledo,0,artdirection:felipefernandezdelpaso;setdecoration:haniarobledo
8306,75,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,2,artdirection:danteferretti;setdecoration:francescaloschiavo
8307,75,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,1,artdirection:grantmajor;setdecoration:danhennahandalanlee
8308,75,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh,1,artdirection:dennisgassner;setdecoration:nancyhaigh
8309,75,Dion Beebe,1,dionbeebe
8310,75,Edward Lachman,0,edwardlachman
8311,75,Michael Ballhaus,0,michaelballhaus
8312,75,Pawel Edelman,0,paweledelman
8313,75,Conrad L. Hall,2,conradl.hall
8314,75,Colleen Atwood,3,colleenatwood
8315,75,Julie Weiss,0,julieweiss
8316,75,Sandy Powell,3,sandypowell
8317,75,Ann Roth,1,annroth
8318,75,Anna Sheppard,0,annasheppard
8319,75,Rob Marshall,0,robmarshall
8320,75,Martin Scorsese,1,martinscorsese
8321,75,Stephen Daldry,0,stephendaldry
8322,75,Roman Polanski,1,romanpolanski
8323,75,Pedro Almodóvar,0,pedroalmodóvar
8324,75,"Michael Moore, Michael Donovan",1,"michaelmoore,michaeldonovan"
8325,75,"Gail Dolgin, Vicente Franco",0,"gaildolgin,vicentefranco"
8326,75,"Malcolm Clarke, Stuart Sender",0,"malcolmclarke,stuartsender"
8327,75,"Jeffrey Blitz, Sean Welch",0,"jeffreyblitz,seanwelch"
8328,75,Jacques Perrin,0,jacquesperrin
8329,75,Alice Elliott,0,aliceelliott
8330,75,"Robert Hudson, Bobby Houston",0,"roberthudson,bobbyhouston"
8331,75,"Bill Guttentag, Robert David Port",1,"billguttentag,robertdavidport"
8332,75,"Roger Weisberg, Murray Nossel",0,"rogerweisberg,murraynossel"
8333,75,Martin Walsh,1,martinwalsh
8334,75,Thelma Schoonmaker,3,thelmaschoonmaker
8335,75,Peter Boyle,0,peterboyle
8336,75,Michael Horton,0,michaelhorton
8337,75,Hervé de Luze,0,hervédeluze
8338,75,Mexico,0,mexico
8339,75,People's Republic of China,0,people'srepublicofchina
8340,75,Finland,0,finland
8341,75,Germany,2,germany
8342,75,The Netherlands,3,thenetherlands
8343,75,"John Jackson, Beatrice De Alba",1,"johnjackson,beatricedealba"
8344,75,"John M. Elliott, Jr., Barbara Lorenz",0,"johnm.elliott,jr.,barbaralorenz"
8345,75,John Williams,4,johnwilliams
8346,75,Elmer Bernstein,1,elmerbernstein
8347,75,Elliot Goldenthal,1,elliotgoldenthal
8348,75,Philip Glass,0,philipglass
8349,75,Thomas Newman,0,thomasnewman
8350,75,Music by Elliot Goldenthal; Lyric by Julie Taymor,0,musicbyelliotgoldenthal;lyricbyjulietaymor
8351,75,Music and Lyric by Paul Simon,0,musicandlyricbypaulsimon
8352,75,"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",0,"musicandlyricbybono,theedge,adamclaytonandlarrymullen"
8353,75,Music by John Kander; Lyric by Fred Ebb,0,musicbyjohnkander;lyricbyfredebb
8354,75,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",1,"musicbyeminem,jeffbassandluisresto;lyricbyeminem"
8355,75,"Martin Richards, Producer",1,"martinrichards,producer"
8356,75,"Alberto Grimaldi and Harvey Weinstein, Producers",0,"albertogrimaldiandharveyweinstein,producers"
8357,75,"Scott Rudin and Robert Fox, Producers",0,"scottrudinandrobertfox,producers"
8358,75,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",0,"barriem.osborne,franwalshandpeterjackson,producers"
8359,75,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",0,"romanpolanski,robertbenmussaandalainsarde,producers"
8360,75,Tomek Baginski,0,tomekbaginski
8361,75,Eric Armstrong,1,ericarmstrong
8362,75,"Chris Stenner, Heidi Wittlinger",0,"chrisstenner,heidiwittlinger"
8363,75,"Pete Docter, Roger Gould",0,"petedocter,rogergould"
8364,75,Koji Yamamura,0,kojiyamamura
8365,75,"Dirk Beliën, Anja Daelemans",0,"dirkbeliën,anjadaelemans"
8366,75,"Philippe Orreindy, Thomas Gaudin",0,"philippeorreindy,thomasgaudin"
8367,75,"Steven Pasvolsky, Joe Weatherstone",0,"stevenpasvolsky,joeweatherstone"
8368,75,"Lexi Alexander, Alexander Buono",0,"lexialexander,alexanderbuono"
8369,75,"Martin Strange-Hansen, Mie Andreasen",1,"martinstrange-hansen,mieandreasen"
8370,75,"Michael Minkler, Dominick Tavella, David Lee",1,"michaelminkler,dominicktavella,davidlee"
8371,75,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",0,"tomfleischman,eugenegearty,ivansharrock"
8372,75,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",0,"christopherboyes,michaelsemanick,michaelhedges,hammondpeek"
8373,75,"Scott Millan, Bob Beemer, John Patrick Pritchett",0,"scottmillan,bobbeemer,johnpatrickpritchett"
8374,75,"Kevin O'Connell, Greg P. Russell, Ed Novick",0,"kevino'connell,gregp.russell,ednovick"
8375,75,"Ethan Van der Ryn, Michael Hopkins",1,"ethanvanderryn,michaelhopkins"
8376,75,"Richard Hymns, Gary Rydstrom",0,"richardhymns,garyrydstrom"
8377,75,Scott A. Hecker,0,scotta.hecker
8378,75,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",1,"jimrygiel,joeletteri,randallwilliamcook,alexfunke"
8379,75,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",0,"johndykstra,scottstokdyk,anthonylamolinara,johnfrazier"
8380,75,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",0,"robcoleman,pablohelman,johnknoll,bensnow"
8381,75,Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,0,screenplaybypeterhedgesandchrisweitz&paulweitz
8382,75,Screenplay by Charlie Kaufman and Donald Kaufman,0,screenplaybycharliekaufmananddonaldkaufman
8383,75,Screenplay by Bill Condon,0,screenplaybybillcondon
8384,75,Screenplay by David Hare,0,screenplaybydavidhare
8385,75,Screenplay by Ronald Harwood,1,screenplaybyronaldharwood
8386,75,Written by Todd Haynes,0,writtenbytoddhaynes
8387,75,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,0,screenplaybyjaycocksandstevezaillianandkennethlonergan;storybyjaycocks
8388,75,Written by Nia Vardalos,0,writtenbyniavardalos
8389,75,Written by Pedro Almodóvar,1,writtenbypedroalmodóvar
8390,75,Written by Carlos Cuarón and Alfonso Cuarón,0,writtenbycarloscuarónandalfonsocuarón
8391,75,,0,
8392,75,,0,
8393,75,,0,
8394,76,Pirates of the Caribbean: The Curse of the Black Pearl,0,piratesofthecaribbean:thecurseoftheblackpearl
8395,76,House of Sand and Fog,0,houseofsandandfog
8396,76,Cold Mountain,1,coldmountain
8397,76,Lost in Translation,0,lostintranslation
8398,76,Mystic River,2,mysticriver
8399,76,The Cooler,0,thecooler
8400,76,21 Grams,0,21grams
8401,76,In America,0,inamerica
8402,76,Mystic River,2,mysticriver
8403,76,The Last Samurai,0,thelastsamurai
8404,76,Whale Rider,0,whalerider
8405,76,Something's Gotta Give,0,something'sgottagive
8406,76,In America,0,inamerica
8407,76,Monster,1,monster
8408,76,21 Grams,0,21grams
8409,76,House of Sand and Fog,0,houseofsandandfog
8410,76,Pieces of April,0,piecesofapril
8411,76,Mystic River,2,mysticriver
8412,76,Thirteen,0,thirteen
8413,76,Cold Mountain,1,coldmountain
8414,76,Aaron Blaise and Robert Walker,0,aaronblaiseandrobertwalker
8415,76,Andrew Stanton,2,andrewstanton
8416,76,Sylvain Chomet,0,sylvainchomet
8417,76,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,0,artdirection:benvanos;setdecoration:cecileheideman
8418,76,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,0,artdirection:lillykilvert;setdecoration:gretchenrau
8419,76,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,1,artdirection:grantmajor;setdecoration:danhennahandalanlee
8420,76,Art Direction: William Sandell; Set Decoration: Robert Gould,0,artdirection:williamsandell;setdecoration:robertgould
8421,76,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,0,artdirection:jeannineoppewall;setdecoration:lesliepope
8422,76,Cesar Charlone,0,cesarcharlone
8423,76,John Seale,1,johnseale
8424,76,Eduardo Serra,0,eduardoserra
8425,76,Russell Boyd,1,russellboyd
8426,76,John Schwartzman,0,johnschwartzman
8427,76,Dien van Straalen,0,dienvanstraalen
8428,76,Ngila Dickson,0,ngiladickson
8429,76,Ngila Dickson and Richard Taylor,1,ngiladicksonandrichardtaylor
8430,76,Wendy Stites,0,wendystites
8431,76,Judianna Makovsky,0,judiannamakovsky
8432,76,Fernando Meirelles,0,fernandomeirelles
8433,76,Peter Jackson,1,peterjackson
8434,76,Sofia Coppola,0,sofiacoppola
8435,76,Peter Weir,0,peterweir
8436,76,Clint Eastwood,2,clinteastwood
8437,76,Carlos Bosch and Josep Maria Domenech,0,carlosboschandjosepmariadomenech
8438,76,Andrew Jarecki and Marc Smerling,0,andrewjareckiandmarcsmerling
8439,76,Errol Morris and Michael Williams,1,errolmorrisandmichaelwilliams
8440,76,Nathaniel Kahn and Susan R. Behr,0,nathanielkahnandsusanr.behr
8441,76,Sam Green and Bill Siegel,0,samgreenandbillsiegel
8442,76,Sandy McLeod and Gini Reticker,0,sandymcleodandginireticker
8443,76,Maryann DeLeo,1,maryanndeleo
8444,76,Katja Esson,0,katjaesson
8445,76,Daniel Rezende,0,danielrezende
8446,76,Walter Murch,1,waltermurch
8447,76,Jamie Selkirk,1,jamieselkirk
8448,76,Lee Smith,0,leesmith
8449,76,William Goldenberg,1,williamgoldenberg
8450,76,Canada,1,canada
8451,76,Sweden,3,sweden
8452,76,Japan,1,japan
8453,76,The Netherlands,3,thenetherlands
8454,76,Czech Republic,1,czechrepublic
8455,76,Richard Taylor and Peter King,1,richardtaylorandpeterking
8456,76,Edouard Henriques III and Yolanda Toussieng,0,edouardhenriquesiiiandyolandatoussieng
8457,76,Ve Neill and Martin Samuel,0,veneillandmartinsamuel
8458,76,Danny Elfman,0,dannyelfman
8459,76,Gabriel Yared,1,gabrielyared
8460,76,Thomas Newman,0,thomasnewman
8461,76,James Horner,1,jameshorner
8462,76,Howard Shore,2,howardshore
8463,76,Music by Benoît Charest; Lyric by Sylvain Chomet,0,musicbybenoîtcharest;lyricbysylvainchomet
8464,76,Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,1,musicandlyricbyfranwalshandhowardshoreandannielennox
8465,76,Music and Lyric by Michael McKean and Annette O'Toole,0,musicandlyricbymichaelmckeanandannetteo'toole
8466,76,Music and Lyric by T Bone Burnett and Elvis Costello,0,musicandlyricbytboneburnettandelviscostello
8467,76,Music and Lyric by Sting,0,musicandlyricbysting
8468,76,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",1,"barriem.osborne,peterjacksonandfranwalsh,producers"
8469,76,"Ross Katz and Sofia Coppola, Producers",0,"rosskatzandsofiacoppola,producers"
8470,76,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",0,"samuelgoldwyn,jr.,peterweirandduncanhenderson,producers"
8471,76,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",0,"robertlorenz,judieg.hoytandclinteastwood,producers"
8472,76,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",0,"kathleenkennedy,frankmarshallandgaryross,producers"
8473,76,Bud Luckey,0,budluckey
8474,76,Dominique Monfery and Roy Edward Disney,0,dominiquemonferyandroyedwarddisney
8475,76,Carlos Saldanha and John C. Donkin,0,carlossaldanhaandjohnc.donkin
8476,76,Adam Elliot,1,adamelliot
8477,76,Chris Hinton,0,chrishinton
8478,76,Florian Baxmeyer,0,florianbaxmeyer
8479,76,Bobby Garabedian and William Zabka,0,bobbygarabedianandwilliamzabka
8480,76,Lionel Bailliu,0,lionelbailliu
8481,76,Stefan Arsenijevi¿,0,stefanarsenijevi¿
8482,76,Aaron Schneider and Andrew J. Sacks,1,aaronschneiderandandrewj.sacks
8483,76,Gary Rydstrom and Michael Silvers,0,garyrydstromandmichaelsilvers
8484,76,Richard King,3,richardking
8485,76,Christopher Boyes and George Watters II,0,christopherboyesandgeorgewattersii
8486,76,"Andy Nelson, Anna Behlmer and Jeff Wexler",0,"andynelson,annabehlmerandjeffwexler"
8487,76,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",2,"christopherboyes,michaelsemanick,michaelhedgesandhammondpeek"
8488,76,"Paul Massey, D.M. Hemphill and Arthur Rochester",0,"paulmassey,d.m.hemphillandarthurrochester"
8489,76,"Christopher Boyes, David Parker, David Campbell and Lee Orloff",0,"christopherboyes,davidparker,davidcampbellandleeorloff"
8490,76,"Andy Nelson, Anna Behlmer and Tod A. Maitland",0,"andynelson,annabehlmerandtoda.maitland"
8491,76,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke",1,"jimrygiel,joeletteri,randallwilliamcookandalexfunke"
8492,76,"Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg",0,"dansudick,stefenfangmeier,nathanmcguinnessandrobertstromberg"
8493,76,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee",0,"johnknoll,halhickel,charlesgibsonandterryfrazee"
8494,76,Written by Robert Pulcini & Shari Springer Berman,0,writtenbyrobertpulcini&sharispringerberman
8495,76,Screenplay by Braulio Mantovani,0,screenplaybybrauliomantovani
8496,76,"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",1,"screenplaybyfranwalsh,philippaboyens&peterjackson"
8497,76,Screenplay by Brian Helgeland,0,screenplaybybrianhelgeland
8498,76,Written for the Screen by Gary Ross,0,writtenforthescreenbygaryross
8499,76,Written by Denys Arcand,0,writtenbydenysarcand
8500,76,Written by Steven Knight,0,writtenbystevenknight
8501,76,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",0,"screenplaybyandrewstanton,bobpetersonanddavidreynolds;originalstorybyandrewstanton"
8502,76,Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan,0,writtenbyjimsheridan&naomisheridan&kirstensheridan
8503,76,Written by Sofia Coppola,1,writtenbysofiacoppola
8504,76,,0,
8505,76,,0,
8506,76,,0,
8507,77,Hotel Rwanda,0,hotelrwanda
8508,77,Finding Neverland,0,findingneverland
8509,77,The Aviator,1,theaviator
8510,77,Million Dollar Baby,2,milliondollarbaby
8511,77,Ray,1,ray
8512,77,The Aviator,1,theaviator
8513,77,Sideways,0,sideways
8514,77,Collateral,0,collateral
8515,77,Million Dollar Baby,2,milliondollarbaby
8516,77,Closer,0,closer
8517,77,Being Julia,0,beingjulia
8518,77,Maria Full of Grace,0,mariafullofgrace
8519,77,Vera Drake,0,veradrake
8520,77,Million Dollar Baby,2,milliondollarbaby
8521,77,Eternal Sunshine of the Spotless Mind,0,eternalsunshineofthespotlessmind
8522,77,The Aviator,1,theaviator
8523,77,Kinsey,0,kinsey
8524,77,Sideways,0,sideways
8525,77,Hotel Rwanda,0,hotelrwanda
8526,77,Closer,0,closer
8527,77,Brad Bird,2,bradbird
8528,77,Bill Damaschke,0,billdamaschke
8529,77,Andrew Adamson,0,andrewadamson
8530,77,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,2,artdirection:danteferretti;setdecoration:francescaloschiavo
8531,77,Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,0,artdirection:gemmajackson;setdecoration:trishaedwards
8532,77,Art Direction: Rick Heinrichs; Set Decoration: Cheryl Carasik,0,artdirection:rickheinrichs;setdecoration:cherylcarasik
8533,77,Art Direction: Anthony Pratt; Set Decoration: Celia Bobak,0,artdirection:anthonypratt;setdecoration:celiabobak
8534,77,Art Direction: Aline Bonetto,0,artdirection:alinebonetto
8535,77,Robert Richardson,3,robertrichardson
8536,77,Zhao Xiaoding,0,zhaoxiaoding
8537,77,Caleb Deschanel,0,calebdeschanel
8538,77,John Mathieson,0,johnmathieson
8539,77,Bruno Delbonnel,0,brunodelbonnel
8540,77,Sandy Powell,3,sandypowell
8541,77,Alexandra Byrne,1,alexandrabyrne
8542,77,Colleen Atwood,3,colleenatwood
8543,77,Sharen Davis,0,sharendavis
8544,77,Bob Ringwood,0,bobringwood
